Threshold,Accuracy,Precision,Recall,Specificity,Negative Predictive Value,F1 Score,Balanced Accuracy,ROC AUC,PR AUC,Matthews Correlation Coefficient,Log Loss,True Negatives,False Positives,False Negatives,True Positives,False Positive Rate,False Negative Rate
0.6399999999999997,0.8272101033295063,0.8332058148431523,0.4583333333333333,0.9655825702557626,0.826151560178306,0.5913657344556068,0.7119579517945479,0.9050400994472673,0.7881839093508949,0.5286890176846459,0.3399088602122364,6116,218,1287,1089,0.03441742974423745,0.5416666666666666
0.6499999999999997,0.8252583237657865,0.8388888888888889,0.44486531986531985,0.967950742027155,0.8229530201342282,0.5814081408140814,0.7064080309462375,0.9050400994472673,0.7881839093508949,0.5227035206293533,0.3399088602122364,6131,203,1319,1057,0.03204925797284496,0.5551346801346801
0.6599999999999997,0.823076923076923,0.8458989229494615,0.4297138047138047,0.9706346700347331,0.8194055711048914,0.569913480323751,0.700174237374269,0.9050400994472673,0.7881839093508949,0.5160946031862839,0.3399088602122364,6148,186,1355,1021,0.029365329965266813,0.5702861952861953
0.6699999999999997,0.8195177956371986,0.8507853403141361,0.41035353535353536,0.9730028418061256,0.8147805393971443,0.5536626916524702,0.6916781885798304,0.9050400994472673,0.7881839093508949,0.505122682530887,0.3399088602122364,6163,171,1401,975,0.02699715819387433,0.5896464646464646
0.6799999999999997,0.8157290470723306,0.8546458141674333,0.390993265993266,0.9750552573413325,0.8101797192706284,0.5365290210799885,0.6830242616672992,0.9050400994472673,0.7881839093508949,0.49331369815781434,0.3399088602122364,6176,158,1447,929,0.02494474265866751,0.609006734006734
0.6899999999999997,0.8125143513203215,0.8603297769156159,0.3733164983164983,0.9772655509946322,0.8060945435603594,0.520692691517464,0.6752910246555652,0.9050400994472673,0.7881839093508949,0.4833594976652936,0.3399088602122364,6190,144,1489,887,0.022734449005367856,0.6266835016835017
0.6999999999999996,0.8095292766934558,0.8669396110542477,0.35648148148148145,0.9794758446479318,0.802275960170697,0.5052192066805845,0.6679786630647067,0.9050400994472673,0.7881839093508949,0.4741601774853097,0.3399088602122364,6204,130,1529,847,0.020524155352068203,0.6435185185185185
0.7099999999999996,0.8058553386911596,0.8735005452562704,0.3371212121212121,0.9816861383012314,0.797895547286026,0.4864864864864865,0.6594036752112218,0.9050400994472673,0.7881839093508949,0.46265106651491816,0.3399088602122364,6218,116,1575,801,0.01831386169876855,0.6628787878787878
0.7199999999999996,0.8036739380022963,0.8792710706150342,0.32491582491582494,0.9832649194821598,0.7951991828396323,0.47449293177627533,0.6540903721989924,0.9050400994472673,0.7881839093508949,0.4559152824637013,0.3399088602122364,6228,106,1604,772,0.01673508051784023,0.6750841750841751
0.7299999999999996,0.800918484500574,0.8886198547215496,0.30892255892255893,0.9854752131354594,0.7917300862506342,0.4584634603372892,0.6471988860290092,0.9050400994472673,0.7881839093508949,0.447541625820454,0.3399088602122364,6242,92,1642,734,0.014524786864540574,0.6910774410774411
0.7399999999999997,0.7971297359357061,0.8959687906371911,0.289983164983165,0.9873697505525734,0.7875582420350082,0.4381558028616852,0.6386764577678692,0.9050400994472673,0.7881839093508949,0.4354058053805971,0.3399088602122364,6254,80,1687,689,0.012630249447426587,0.710016835016835
0.7499999999999997,0.7934557979334099,0.902370990237099,0.27230639730639733,0.9889485317335017,0.7836857250093832,0.4183640478499838,0.6306274645199496,0.9050400994472673,0.7881839093508949,0.4233623725120903,0.3399088602122364,6264,70,1729,647,0.011051468266498263,0.7276936026936027
0.7599999999999997,0.7925373134328358,0.9239940387481371,0.2609427609427609,0.9919482159772656,0.7815648712526434,0.4069576632753528,0.6264454884600132,0.9050400994472673,0.7881839093508949,0.42240914055537016,0.3399088602122364,6283,51,1756,620,0.008051784022734449,0.7390572390572391
0.7699999999999997,0.7890929965556831,0.9257503949447078,0.24663299663299662,0.9925797284496369,0.7783830630184474,0.38949817215021604,0.6196063625413167,0.9050400994472673,0.7881839093508949,0.41041160229850265,0.3399088602122364,6287,47,1790,586,0.00742027155036312,0.7533670033670034
0.7799999999999997,0.7855338691159587,0.936426116838488,0.22937710437710437,0.9941585096305652,0.7747293307086615,0.3684922244759973,0.6117678070038348,0.9050400994472673,0.7881839093508949,0.39870862747418834,0.3399088602122364,6297,37,1831,545,0.0058414903694347965,0.7706228956228957
0.7899999999999996,0.7819747416762343,0.9441340782122905,0.21338383838383837,0.995263656457215,0.771320200660712,0.34809474768280124,0.6043237474205267,0.9050400994472673,0.7881839093508949,0.3863647796579864,0.3399088602122364,6304,30,1869,507,0.00473634354278497,0.7866161616161617
0.7999999999999996,0.7780711825487945,0.9511201629327902,0.19654882154882156,0.996210925165772,0.7677333008881859,0.32577607254970353,0.5963798733572968,0.9050400994472673,0.7881839093508949,0.37224455887365177,0.3399088602122364,6310,24,1909,467,0.003789074834227976,0.8034511784511784
0.8099999999999996,0.7753157290470724,0.9505376344086022,0.18602693602693604,0.9963688032838649,0.7654335961188599,0.31115804294262583,0.5911978696554004,0.9050400994472673,0.7881839093508949,0.3613725251279077,0.3399088602122364,6311,23,1934,442,0.0036311967161351435,0.813973063973064
0.8199999999999996,0.7718714121699196,0.9533799533799534,0.17213804713804715,0.9968424376381434,0.7624683009298394,0.2916221033868093,0.5844902423880953,0.9050400994472673,0.7881839093508949,0.3477993459445524,0.3399088602122364,6314,20,1967,409,0.0031575623618566467,0.8278619528619529
0.8299999999999996,0.769345579793341,0.9622166246851386,0.16077441077441076,0.9976318282286075,0.760134728738121,0.2755138838802741,0.5792031195015092,0.9050400994472673,0.7881839093508949,0.33826758806382645,0.3399088602122364,6319,15,1994,382,0.002368171771392485,0.8392255892255892
0.8399999999999996,0.76601607347876,0.9720670391061452,0.14646464646464646,0.9984212188190716,0.757183908045977,0.25457205559619606,0.5724429326418591,0.9050400994472673,0.7881839093508949,0.3250510029012466,0.3399088602122364,6324,10,2028,348,0.0015787811809283233,0.8535353535353535
0.8499999999999996,0.7638346727898967,0.973293768545994,0.13804713804713806,0.9985790969371645,0.7554042756479159,0.24179874677478805,0.5683131174921513,0.9050400994472673,0.7881839093508949,0.3155301415374431,0.3399088602122364,6325,9,2048,328,0.001420903062835491,0.8619528619528619
0.8599999999999995,0.7615384615384615,0.9807073954983923,0.12836700336700338,0.999052731291443,0.7534230265507799,0.22701898027540007,0.5637098673292232,0.9050400994472673,0.7881839093508949,0.3058475168808777,0.3399088602122364,6328,6,2071,305,0.000947268708556994,0.8716329966329966
0.8699999999999996,0.7600459242250287,0.9897260273972602,0.12163299663299663,0.9995263656457215,0.7520788785934901,0.2166416791604198,0.5605796811393591,0.9050400994472673,0.7881839093508949,0.2997942783727931,0.3399088602122364,6331,3,2087,289,0.000473634354278497,0.8783670033670034
0.8799999999999996,0.7578645235361653,1.0,0.11237373737373738,1.0,0.750207272296577,0.20204313280363223,0.5561868686868687,0.9050400994472673,0.7881839093508949,0.29035081365982673,0.3399088602122364,6334,0,2109,267,0.0,0.8876262626262627
0.8899999999999996,0.7551090700344432,1.0,0.10227272727272728,1.0,0.7480807842210937,0.18556701030927836,0.5511363636363636,0.9050400994472673,0.7881839093508949,0.2766012690184408,0.3399088602122364,6334,0,2133,243,0.0,0.8977272727272727
0.8999999999999996,0.753731343283582,1.0,0.09722222222222222,1.0,0.7470220544875575,0.17721518987341772,0.5486111111111112,0.9050400994472673,0.7881839093508949,0.26949423776082915,0.3399088602122364,6334,0,2145,231,0.0,0.9027777777777778
